customer_id,checking_account_status,loan_duration_mo,credit_history,purpose,loan_amount,savings_account_balance,time_employed_yrs,payment_pcnt_income,gender_status,other_signators,time_in_residence,property,age_yrs,other_credit_outstanding,home_ownership,number_loans,job_category,dependents,telephone,foreign_worker,bad_credit,log_loan_duration_mo,log_loan_amount,log_age_yrs
7250365,0 - 200 DM,24,critical account - other non-bank loans,business,2825,unknown/none,4 - 7 years,4,male-single,none,3,unknown-none,34,none,own,2,skilled,2,yes,yes,0,3.1780538303479458,7.946263643580541,3.5263605246161616
6463462,0 - 200 DM,48,current loans paid,business,15672,< 100 DM,1 - 4 years,2,male-single,none,2,car or other,23,none,own,1,skilled,1,yes,yes,1,3.871201010907891,9.659630959624376,3.1354942159291497
3678150,none,36,critical account - other non-bank loans,car (new),6614,< 100 DM,>= 7 years,4,male-single,none,4,car or other,34,none,own,2,highly skilled,1,yes,yes,0,3.58351893845611,8.796943893541737,3.5263605246161616
7159187,none,28,all loans at bank paid,car (used),7824,unknown/none,< 1 year,3,male-single,guarantor,4,real estate,40,bank,rent,2,skilled,2,yes,yes,0,3.332204510175204,8.964951211714654,3.6888794541139363
2996743,< 0 DM,27,critical account - other non-bank loans,business,2442,< 100 DM,>= 7 years,4,male-single,none,4,car or other,43,stores,own,4,highly skilled,2,yes,yes,0,3.295836866004329,7.80057265467065,3.7612001156935624
3755936,none,15,critical account - other non-bank loans,radio/television,1829,< 100 DM,>= 7 years,4,male-single,none,4,car or other,46,none,own,2,skilled,1,yes,yes,0,2.70805020110221,7.511524648390866,3.828641396489095
9858169,< 0 DM,12,critical account - other non-bank loans,car (new),2171,< 100 DM,1 - 4 years,4,male-single,none,4,building society savings/life insurance,38,bank,own,2,unskilled-resident,1,none,no,0,2.4849066497880004,7.682943169878292,3.6375861597263857
6011271,0 - 200 DM,36,critical account - other non-bank loans,car (used),5800,< 100 DM,1 - 4 years,3,male-single,none,4,car or other,34,none,own,2,skilled,1,yes,yes,0,3.58351893845611,8.66561319653451,3.5263605246161616
2676319,none,18,critical account - other non-bank loans,radio/television,1169,unknown/none,1 - 4 years,4,male-single,none,3,building society savings/life insurance,29,none,own,2,skilled,1,yes,yes,0,2.8903717578961645,7.063903961472068,3.367295829986474
9543202,none,36,past payment delays,car (used),8947,unknown/none,4 - 7 years,3,male-single,none,2,car or other,31,stores,own,1,highly skilled,2,yes,yes,0,3.58351893845611,9.099073559547596,3.4339872044851463
4682068,< 0 DM,21,current loans paid,radio/television,2606,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,building society savings/life insurance,28,none,rent,1,highly skilled,1,yes,yes,0,3.044522437723423,7.8655717576847906,3.332204510175204
5609033,none,12,critical account - other non-bank loans,furniture/equipment,1592,>= 1000 DM,4 - 7 years,3,female-divorced/separated/married,none,2,building society savings/life insurance,35,none,own,1,skilled,1,none,no,0,2.4849066497880004,7.3727463664043285,3.5553480614894135
1863246,none,15,current loans paid,furniture/equipment,2186,unknown/none,4 - 7 years,1,female-divorced/separated/married,none,4,real estate,33,bank,rent,1,unskilled-resident,1,none,yes,0,2.70805020110221,7.689828668736484,3.4965075614664802
3453367,< 0 DM,18,current loans paid,furniture/equipment,4153,< 100 DM,1 - 4 years,2,male-single,co-applicant,3,car or other,42,none,own,1,skilled,1,none,yes,1,2.8903717578961645,8.331586243630754,3.7376696182833684
5078589,< 0 DM,16,critical account - other non-bank loans,car (new),2625,< 100 DM,>= 7 years,2,male-single,guarantor,4,building society savings/life insurance,43,bank,rent,1,skilled,1,yes,yes,1,2.772588722239781,7.872836175025724,3.7612001156935624
7409626,none,20,critical account - other non-bank loans,car (new),3485,unknown/none,< 1 year,2,male-divorced/separated,none,4,real estate,44,none,own,2,skilled,1,yes,yes,0,2.995732273553991,8.156223323194624,3.784189633918261
3861438,none,36,critical account - other non-bank loans,car (used),10477,unknown/none,>= 7 years,2,male-single,none,4,unknown-none,42,none,for free,2,skilled,1,none,yes,0,3.58351893845611,9.256937657352966,3.7376696182833684
6653362,none,15,current loans paid,radio/television,1386,unknown/none,1 - 4 years,4,male-married/widowed,none,2,real estate,40,none,rent,1,skilled,1,yes,yes,0,2.70805020110221,7.234177179749849,3.6888794541139363
2279281,none,24,current loans paid,radio/television,1278,< 100 DM,>= 7 years,4,male-single,none,1,real estate,36,none,own,1,highly skilled,1,yes,yes,0,3.1780538303479458,7.15305163493748,3.58351893845611
9374296,< 0 DM,12,current loans paid,radio/television,1107,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,20,none,rent,1,highly skilled,2,yes,yes,0,2.4849066497880004,7.009408932708637,2.995732273553991
2769534,< 0 DM,21,current loans paid,car (new),3763,unknown/none,4 - 7 years,2,male-single,co-applicant,2,real estate,24,none,own,1,unskilled-resident,1,none,no,0,3.044522437723423,8.232971790593437,3.1780538303479458
2117451,0 - 200 DM,36,current loans paid,education,3711,unknown/none,1 - 4 years,2,male-married/widowed,none,2,car or other,27,none,own,1,skilled,1,none,yes,0,3.58351893845611,8.219056661060598,3.295836866004329
5910784,none,15,past payment delays,car (used),3594,< 100 DM,< 1 year,1,female-divorced/separated/married,none,2,building society savings/life insurance,46,none,own,2,unskilled-resident,1,none,yes,0,2.70805020110221,8.187021067343505,3.828641396489095
6446222,0 - 200 DM,9,current loans paid,car (new),3195,unknown/none,1 - 4 years,1,female-divorced/separated/married,none,2,real estate,33,none,own,1,unskilled-resident,1,none,yes,0,2.1972245773362196,8.069342366811636,3.4965075614664802
1562036,none,36,past payment delays,radio/television,4454,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,4,real estate,34,none,own,2,skilled,1,none,yes,0,3.58351893845611,8.401557847817314,3.5263605246161616
4535110,0 - 200 DM,24,critical account - other non-bank loans,furniture/equipment,4736,< 100 DM,< 1 year,2,female-divorced/separated/married,none,4,car or other,25,bank,own,1,unskilled-resident,1,none,yes,1,3.1780538303479458,8.462948176563842,3.2188758248682006
4788744,0 - 200 DM,30,current loans paid,radio/television,2991,unknown/none,>= 7 years,2,female-divorced/separated/married,none,4,car or other,25,none,own,1,skilled,1,none,yes,0,3.4011973816621555,8.003363058629947,3.2188758248682006
6790659,none,11,current loans paid,business,2142,>= 1000 DM,>= 7 years,1,male-divorced/separated,none,2,real estate,28,none,own,1,skilled,1,yes,yes,0,2.3978952727983707,7.669495251007694,3.332204510175204
6687237,< 0 DM,24,all loans at bank paid,business,3161,< 100 DM,1 - 4 years,4,male-single,none,2,building society savings/life insurance,31,none,rent,1,skilled,1,yes,yes,1,3.1780538303479458,8.058643712215618,3.4339872044851463
3700907,0 - 200 DM,48,no credit - paid,other,18424,< 100 DM,1 - 4 years,1,female-divorced/separated/married,none,2,building society savings/life insurance,32,bank,own,1,highly skilled,1,yes,no,1,3.871201010907891,9.82140944150052,3.4657359027997265
2284183,none,10,current loans paid,car (used),2848,100 - 500 DM,1 - 4 years,1,male-single,co-applicant,2,real estate,32,none,own,1,skilled,2,none,yes,0,2.302585092994046,7.954372272531867,3.4657359027997265
9968219,< 0 DM,6,current loans paid,car (new),14896,< 100 DM,>= 7 years,1,male-single,none,4,unknown-none,68,bank,own,1,highly skilled,1,yes,yes,1,1.791759469228055,9.608847999516849,4.219507705176107
6987335,< 0 DM,24,current loans paid,furniture/equipment,2359,100 - 500 DM,unemployed,1,male-divorced/separated,none,1,building society savings/life insurance,33,none,own,1,skilled,1,none,yes,1,3.1780538303479458,7.765993079407675,3.4965075614664802
8752925,< 0 DM,24,current loans paid,furniture/equipment,3345,< 100 DM,>= 7 years,4,male-single,none,2,building society savings/life insurance,39,none,rent,1,highly skilled,1,yes,yes,1,3.1780538303479458,8.11522197256233,3.6635616461296463
5367701,none,18,critical account - other non-bank loans,furniture/equipment,1817,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,2,unknown-none,28,none,own,2,skilled,1,none,yes,0,2.8903717578961645,7.504942068396171,3.332204510175204
5393100,none,48,past payment delays,radio/television,12749,500 - 1000 DM,4 - 7 years,4,male-single,none,1,car or other,37,none,own,1,highly skilled,1,yes,yes,0,3.871201010907891,9.453208116138121,3.6109179126442243
4459246,< 0 DM,9,current loans paid,radio/television,1366,< 100 DM,< 1 year,3,female-divorced/separated/married,none,4,building society savings/life insurance,22,none,rent,1,skilled,1,none,yes,1,2.1972245773362196,7.2196420401307355,3.091042453358316
1342448,0 - 200 DM,12,current loans paid,car (new),2002,< 100 DM,4 - 7 years,3,male-single,none,4,building society savings/life insurance,30,none,rent,1,skilled,2,yes,yes,0,2.4849066497880004,7.601901959875166,3.4011973816621555
1646042,< 0 DM,24,all loans at bank paid,furniture/equipment,6872,< 100 DM,< 1 year,2,male-divorced/separated,none,1,building society savings/life insurance,55,bank,own,1,skilled,1,yes,yes,1,3.1780538303479458,8.835210463664092,4.007333185232471
8308521,< 0 DM,12,all loans at bank paid,car (new),697,< 100 DM,< 1 year,4,male-single,none,2,car or other,46,bank,own,2,skilled,1,yes,yes,1,2.4849066497880004,6.546785410760524,3.828641396489095
6172317,< 0 DM,18,critical account - other non-bank loans,furniture/equipment,1049,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,building society savings/life insurance,21,none,rent,1,skilled,1,none,yes,0,2.8903717578961645,6.955592608396297,3.044522437723423
5333717,< 0 DM,48,current loans paid,car (used),10297,< 100 DM,4 - 7 years,4,male-single,none,4,unknown-none,39,stores,for free,3,skilled,2,yes,yes,1,3.871201010907891,9.239607869656751,3.6635616461296463
3861659,none,30,current loans paid,radio/television,1867,unknown/none,>= 7 years,4,male-single,none,4,car or other,58,none,own,1,skilled,1,yes,yes,0,3.4011973816621555,7.532088143541722,4.060443010546419
6910543,< 0 DM,12,past payment delays,car (new),1344,< 100 DM,1 - 4 years,4,male-single,none,2,real estate,43,none,own,2,unskilled-resident,2,none,yes,0,2.4849066497880004,7.203405521083095,3.7612001156935624
1061602,< 0 DM,24,current loans paid,furniture/equipment,1747,< 100 DM,< 1 year,4,male-single,co-applicant,1,building society savings/life insurance,24,none,own,1,unskilled-resident,1,none,no,0,3.1780538303479458,7.465655310134056,3.1780538303479458
4970330,0 - 200 DM,9,current loans paid,radio/television,1670,< 100 DM,< 1 year,4,female-divorced/separated/married,none,2,car or other,22,none,own,1,skilled,1,yes,yes,1,2.1972245773362196,7.4205789054108005,3.091042453358316
9608683,none,9,critical account - other non-bank loans,car (new),1224,< 100 DM,1 - 4 years,3,male-single,none,1,real estate,30,none,own,2,skilled,1,none,yes,0,2.1972245773362196,7.1098794630722715,3.4011973816621555
8847915,none,12,critical account - other non-bank loans,radio/television,522,500 - 1000 DM,>= 7 years,4,male-single,none,4,building society savings/life insurance,42,none,own,2,skilled,2,yes,yes,0,2.4849066497880004,6.257667587882639,3.7376696182833684
4860879,< 0 DM,12,current loans paid,radio/television,1498,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,1,car or other,23,bank,own,1,skilled,1,none,yes,0,2.4849066497880004,7.311886164077165,3.1354942159291497
1242372,0 - 200 DM,30,past payment delays,radio/television,1919,100 - 500 DM,< 1 year,4,male-single,none,3,unknown-none,30,stores,own,2,highly skilled,1,none,yes,1,3.4011973816621555,7.5595594960077,3.4011973816621555
5171329,> 200 DM or salary assignment,9,current loans paid,radio/television,745,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,2,real estate,28,none,own,1,unskilled-resident,1,none,yes,1,2.1972245773362196,6.61338421837956,3.332204510175204
8086940,0 - 200 DM,6,current loans paid,radio/television,2063,< 100 DM,< 1 year,4,male-married/widowed,none,3,car or other,30,none,rent,1,highly skilled,1,yes,yes,0,1.791759469228055,7.631916513071252,3.4011973816621555
5621508,0 - 200 DM,60,current loans paid,education,6288,< 100 DM,1 - 4 years,4,male-single,none,4,unknown-none,42,none,for free,1,skilled,1,none,yes,1,4.0943445622221,8.746398334109042,3.7376696182833684
5701557,none,24,critical account - other non-bank loans,car (used),6842,unknown/none,1 - 4 years,2,male-single,none,4,building society savings/life insurance,46,none,own,2,highly skilled,2,yes,yes,0,3.1780538303479458,8.830835365537549,3.828641396489095
1490791,none,12,current loans paid,car (new),3527,unknown/none,< 1 year,2,male-single,none,3,building society savings/life insurance,45,none,own,1,highly skilled,2,yes,yes,0,2.4849066497880004,8.168202930236053,3.8066624897703196
7984042,none,10,current loans paid,car (new),1546,< 100 DM,1 - 4 years,3,male-single,none,2,real estate,31,none,own,1,unskilled-resident,2,none,no,0,2.302585092994046,7.343426229147367,3.4339872044851463
4745533,none,24,current loans paid,furniture/equipment,929,unknown/none,4 - 7 years,4,male-single,none,2,car or other,31,stores,own,1,skilled,1,yes,yes,0,3.1780538303479458,6.834108738813838,3.4339872044851463
1360133,none,4,critical account - other non-bank loans,car (new),1455,< 100 DM,4 - 7 years,2,male-single,none,1,real estate,42,none,own,3,unskilled-resident,2,none,yes,0,1.3862943611198906,7.282761179605593,3.7376696182833684
9152373,< 0 DM,15,current loans paid,furniture/equipment,1845,< 100 DM,< 1 year,4,female-divorced/separated/married,guarantor,1,building society savings/life insurance,46,none,rent,1,skilled,1,none,yes,0,2.70805020110221,7.520234556474628,3.828641396489095
8743438,0 - 200 DM,48,no credit - paid,car (new),8358,500 - 1000 DM,< 1 year,1,female-divorced/separated/married,none,1,car or other,30,none,own,2,skilled,1,none,yes,0,3.871201010907891,9.03097444300786,3.4011973816621555
4419761,< 0 DM,24,all loans at bank paid,furniture/equipment,3349,500 - 1000 DM,< 1 year,4,male-single,none,4,unknown-none,30,none,for free,1,skilled,2,yes,yes,1,3.1780538303479458,8.116417072794205,3.4011973816621555
5135310,none,12,current loans paid,car (new),2859,unknown/none,unemployed,4,male-single,none,4,unknown-none,38,none,own,1,highly skilled,1,yes,yes,0,2.4849066497880004,7.958227192322312,3.6375861597263857
6359252,none,18,current loans paid,furniture/equipment,1533,< 100 DM,< 1 year,4,male-married/widowed,co-applicant,1,building society savings/life insurance,43,none,own,1,unskilled-resident,2,none,yes,1,2.8903717578961645,7.334981878871814,3.7612001156935624
2579500,none,24,current loans paid,radio/television,3621,100 - 500 DM,>= 7 years,2,male-single,none,4,car or other,31,none,own,2,skilled,1,none,yes,1,3.1780538303479458,8.19450550976564,3.4339872044851463
5856859,0 - 200 DM,18,critical account - other non-bank loans,business,3590,< 100 DM,unemployed,3,male-married/widowed,none,3,car or other,40,none,own,3,unemployed-unskilled-non-resident,2,yes,yes,0,2.8903717578961645,8.185907481482324,3.6888794541139363
4531283,< 0 DM,36,past payment delays,business,2145,< 100 DM,4 - 7 years,2,male-single,none,1,car or other,24,none,own,2,skilled,1,yes,yes,1,3.58351893845611,7.6708948313621175,3.1780538303479458
5825152,0 - 200 DM,24,current loans paid,car (used),4113,500 - 1000 DM,< 1 year,3,female-divorced/separated/married,none,4,car or other,28,none,rent,1,skilled,1,none,yes,1,3.1780538303479458,8.321907968230423,3.332204510175204
7225727,none,36,current loans paid,furniture/equipment,10974,< 100 DM,unemployed,4,female-divorced/separated/married,none,2,car or other,26,none,own,2,highly skilled,1,yes,yes,1,3.58351893845611,9.30328411761892,3.258096538021482
7714243,< 0 DM,12,current loans paid,car (new),1893,< 100 DM,1 - 4 years,4,female-divorced/separated/married,guarantor,4,building society savings/life insurance,29,none,own,1,skilled,1,yes,yes,0,2.4849066497880004,7.545918151209323,3.367295829986474
4837212,< 0 DM,24,critical account - other non-bank loans,radio/television,1231,>= 1000 DM,>= 7 years,4,female-divorced/separated/married,none,4,building society savings/life insurance,57,none,rent,2,highly skilled,1,yes,yes,0,3.1780538303479458,7.115582126184454,4.04305126783455
6919828,> 200 DM or salary assignment,30,critical account - other non-bank loans,radio/television,3656,unknown/none,>= 7 years,4,male-single,none,4,building society savings/life insurance,49,stores,own,2,unskilled-resident,1,none,yes,0,3.4011973816621555,8.204124932574041,3.8918202981106265
